path,label,class_id
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n004988__0394_01.png,1,n004988
./detector_dataset\genuine\orig__n006614__1188_02.jpg,0,n006614
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n004055__0394_01.png,1,n004055
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n001706.jpg,1,n001706
./detector_dataset\adversarial\PGD_nri3_iter5__eps_0_100__n001706__0213_01.png,1,n001706
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n004168__0388_03.png,1,n004168
./detector_dataset\genuine\extra__n004934__0374_01.jpg,0,n004934
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n008462__0168_01.png,1,n008462
./detector_dataset\genuine\extra__n001706__0213_01.jpg,0,n001706
./detector_dataset\genuine\extra__n008571__0361_01.jpg,0,n008571
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n003729.jpg,1,n003729
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n003727.jpg,1,n003727
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n000227__0089_01.png,1,n000227
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n001116__0184_01.png,1,n001116
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n001116__0089_01.png,1,n001116
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_05_c_0_0__n005591.jpg,1,n005591
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n009271.jpg,1,n009271
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n000915__0065_02.png,1,n000915
./detector_dataset\adversarial\DeepFool__iter_20_eps_1e-06__n003729.jpg,1,n003729
./detector_dataset\genuine\extra__n003878__0113_01.jpg,0,n003878
./detector_dataset\genuine\extra__n003376__0129_02.jpg,0,n003376
./detector_dataset\genuine\extra__n008360__0115_01.jpg,0,n008360
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n007120.jpg,1,n007120
./detector_dataset\adversarial\FGSM__eps_0_100__n005010__0010_01.png,1,n005010
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n003729.jpg,1,n003729
./detector_dataset\adversarial\FGSM__eps_0_005__n004275__0069_01.png,1,n004275
./detector_dataset\genuine\extra__n004491__0502_01.jpg,0,n004491
./detector_dataset\genuine\extra__n002972__0101_01.jpg,0,n002972
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n004722.jpg,1,n004722
./detector_dataset\genuine\extra__n006971__0049_03.jpg,0,n006971
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n005884__0168_01.png,1,n005884
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n009271__0089_01.jpg,1,n009271
./detector_dataset\genuine\extra__n005067__0065_02.jpg,0,n005067
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n001517.jpg,1,n001517
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n007120__0213_01.png,1,n007120
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n002972.jpg,1,n002972
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n008462__0089_01.jpg,1,n008462
./detector_dataset\adversarial\DeepFool__iter_3_eps_1e-06__n005482.jpg,1,n005482
./detector_dataset\genuine\extra__n007995__0149_01.jpg,0,n007995
./detector_dataset\genuine\extra__n009216__0293_01.jpg,0,n009216
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n004491__0115_01.png,1,n004491
./detector_dataset\genuine\extra__n001517__0419_01.jpg,0,n001517
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n004530__0213_01.png,1,n004530
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n006971__0264_04.png,1,n006971
./detector_dataset\genuine\extra__n000879__0361_01.jpg,0,n000879
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n002655.jpg,1,n002655
./detector_dataset\genuine\extra__n003727__0434_02.jpg,0,n003727
./detector_dataset\genuine\extra__n003181__0039_04.jpg,0,n003181
./detector_dataset\genuine\extra__n002694__0270_01.jpg,0,n002694
./detector_dataset\genuine\extra__n004722__0156_01.jpg,0,n004722
./detector_dataset\genuine\orig__n008462__0168_01.jpg,0,n008462
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n008571.jpg,1,n008571
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n009216__0010_01.jpg,1,n009216
./detector_dataset\adversarial\FGSM__eps_0_100__n009271__0010_01.png,1,n009271
./detector_dataset\adversarial\FGSM__eps_0_010__n001706__0273_01.png,1,n001706
./detector_dataset\adversarial\FGSM__eps_0_100__n002694__0115_01.png,1,n002694
./detector_dataset\genuine\extra__n002972__0032_01.jpg,0,n002972
./detector_dataset\genuine\extra__n003727__0388_03.jpg,0,n003727
./detector_dataset\genuine\extra__n008360__0331_02.jpg,0,n008360
./detector_dataset\genuine\extra__n004934__0203_01.jpg,0,n004934
./detector_dataset\genuine\extra__n001149__0066_01.jpg,0,n001149
./detector_dataset\genuine\extra__n007034__0531_01.jpg,0,n007034
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n001664__0010_01.png,1,n001664
./detector_dataset\genuine\extra__n005438__0006_01.jpg,0,n005438
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n005591.jpg,1,n005591
./detector_dataset\genuine\orig__n001664__0294_01.jpg,0,n001664
./detector_dataset\genuine\extra__n006614__0093_01.jpg,0,n006614
./detector_dataset\adversarial\FGSM__eps_0_100__n006614__0213_01.png,1,n006614
./detector_dataset\genuine\extra__n006460__0069_01.jpg,0,n006460
./detector_dataset\genuine\extra__n001116__0149_01.jpg,0,n001116
./detector_dataset\genuine\extra__n001517__0236_01.jpg,0,n001517
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n008571__0102_01.png,1,n008571
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n001693.jpg,1,n001693
./detector_dataset\genuine\extra__n005482__0293_01.jpg,0,n005482
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n009093__0115_01.jpg,1,n009093
./detector_dataset\genuine\orig__n007224__0213_01.jpg,0,n007224
./detector_dataset\genuine\extra__n004168__0539_02.jpg,0,n004168
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n001432.jpg,1,n001432
./detector_dataset\genuine\extra__n001104__0308_01.jpg,0,n001104
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n001706.jpg,1,n001706
./detector_dataset\genuine\extra__n001517__0109_01.jpg,0,n001517
./detector_dataset\genuine\extra__n004934__0190_01.jpg,0,n004934
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n000879.jpg,1,n000879
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n004934.jpg,1,n004934
./detector_dataset\genuine\orig__n008462__0102_01.jpg,0,n008462
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n002694__0273_01.png,1,n002694
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n009093__0089_01.png,1,n009093
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n000915__0251_01.png,1,n000915
./detector_dataset\adversarial\FGSM__eps_0_010__n008245__0184_01.png,1,n008245
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n007469.jpg,1,n007469
./detector_dataset\genuine\extra__n001104__0178_01.jpg,0,n001104
./detector_dataset\genuine\extra__n001512__0203_01.jpg,0,n001512
./detector_dataset\genuine\extra__n002710__0226_01.jpg,0,n002710
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_1_c_0_0__n004988.jpg,1,n004988
./detector_dataset\genuine\extra__n003064__0115_01.jpg,0,n003064
./detector_dataset\genuine\extra__n002818__0851_02.jpg,0,n002818
./detector_dataset\genuine\extra__n001432__0370_02.jpg,0,n001432
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n005438__0113_01.jpg,1,n005438
./detector_dataset\genuine\extra__n001774__0074_01.jpg,0,n001774
./detector_dataset\genuine\extra__n005608__0362_01.jpg,0,n005608
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n004530__0257_01.png,1,n004530
./detector_dataset\genuine\extra__n004168__0307_02.jpg,0,n004168
./detector_dataset\genuine\extra__n001664__0370_02.jpg,0,n001664
./detector_dataset\genuine\extra__n003064__0063_01.jpg,0,n003064
./detector_dataset\adversarial\DeepFool__iter_200_eps_1e-06__n002655.jpg,1,n002655
./detector_dataset\genuine\extra__n008360__0010_01.jpg,0,n008360
./detector_dataset\genuine\orig__n003064__0165_02.jpg,0,n003064
./detector_dataset\genuine\extra__n001774__0167_01.jpg,0,n001774
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n003064.jpg,1,n003064
./detector_dataset\genuine\extra__n009271__0184_01.jpg,0,n009271
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n004530.jpg,1,n004530
./detector_dataset\adversarial\FGSM__eps_0_010__n009093__0051_02.png,1,n009093
./detector_dataset\genuine\orig__n002710__0273_01.jpg,0,n002710
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_1_c_0_0__n004722.jpg,1,n004722
./detector_dataset\genuine\extra__n009093__0115_01.jpg,0,n009093
./detector_dataset\genuine\extra__n004168__0338_01.jpg,0,n004168
./detector_dataset\genuine\orig__n006460__0069_01.jpg,0,n006460
./detector_dataset\genuine\extra__n001149__0083_02.jpg,0,n001149
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n004275__0089_01.png,1,n004275
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_01_c_0_0__n004530.jpg,1,n004530
./detector_dataset\genuine\extra__n003181__0069_01.jpg,0,n003181
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n006460__0010_01.png,1,n006460
./detector_dataset\genuine\extra__n005106__0156_01.jpg,0,n005106
./detector_dataset\genuine\extra__n001664__0361_01.jpg,0,n001664
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n001432.jpg,1,n001432
./detector_dataset\genuine\orig__n005591__0089_01.jpg,0,n005591
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n005884.jpg,1,n005884
./detector_dataset\genuine\extra__n004055__0065_01.jpg,0,n004055
./detector_dataset\genuine\extra__n003444__0190_02.jpg,0,n003444
./detector_dataset\genuine\extra__n001706__0010_01.jpg,0,n001706
./detector_dataset\adversarial\FGSM__eps_0_010__n001116__0010_01.png,1,n001116
./detector_dataset\genuine\orig__n003878__0273_01.jpg,0,n003878
./detector_dataset\genuine\extra__n001693__0427_01.jpg,0,n001693
./detector_dataset\adversarial\FGSM__eps_0_010__n005608__0273_01.png,1,n005608
./detector_dataset\genuine\extra__n007120__0102_01.jpg,0,n007120
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n005591__0257_01.jpg,1,n005591
./detector_dataset\genuine\extra__n007224__0396_01.jpg,0,n007224
./detector_dataset\genuine\extra__n005067__0531_01.jpg,0,n005067
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n000973__0213_01.png,1,n000973
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n002710.jpg,1,n002710
./detector_dataset\genuine\extra__n007120__0302_01.jpg,0,n007120
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001512__0113_01.png,1,n001512
./detector_dataset\genuine\orig__n001432__0102_01.jpg,0,n001432
./detector_dataset\genuine\orig__n002694__0251_01.jpg,0,n002694
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n007881.jpg,1,n007881
./detector_dataset\genuine\extra__n003181__0442_02.jpg,0,n003181
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n005608__0251_01.png,1,n005608
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n003045__0118_09.png,1,n003045
./detector_dataset\genuine\orig__n005106__0251_01.jpg,0,n005106
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n002918__0065_02.jpg,1,n002918
./detector_dataset\genuine\extra__n001517__0028_01.jpg,0,n001517
./detector_dataset\genuine\extra__n004722__0010_01.jpg,0,n004722
./detector_dataset\genuine\extra__n001266__0028_01.jpg,0,n001266
./detector_dataset\genuine\extra__n006460__0050_01.jpg,0,n006460
./detector_dataset\genuine\extra__n004934__0066_01.jpg,0,n004934
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n002655__0198_02.png,1,n002655
./detector_dataset\genuine\extra__n000100__0320_02.jpg,0,n000100
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n000973__0251_01.png,1,n000973
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n004530.jpg,1,n004530
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n002972__0301_03.png,1,n002972
./detector_dataset\genuine\orig__n003666__0069_01.jpg,0,n003666
./detector_dataset\genuine\orig__n007034__0251_01.jpg,0,n007034
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri5_iter5__eps_0_010__n009271__0184_01.png,1,n009271
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_1_c_0_0__n007224.jpg,1,n007224
./detector_dataset\genuine\orig__n007034__0352_02.jpg,0,n007034
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n005884__0394_01.png,1,n005884
./detector_dataset\genuine\extra__n006618__0236_01.jpg,0,n006618
./detector_dataset\genuine\extra__n005591__0178_01.jpg,0,n005591
./detector_dataset\genuine\extra__n008360__0037_01.jpg,0,n008360
./detector_dataset\genuine\extra__n009093__0066_01.jpg,0,n009093
./detector_dataset\genuine\extra__n008571__0224_02.jpg,0,n008571
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n002655__0257_01.png,1,n002655
./detector_dataset\genuine\extra__n003729__0291_01.jpg,0,n003729
./detector_dataset\genuine\extra__n005608__0167_01.jpg,0,n005608
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n003729.jpg,1,n003729
./detector_dataset\genuine\extra__n005067__0257_01.jpg,0,n005067
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n004530__0273_01.jpg,1,n004530
./detector_dataset\adversarial\DeepFool__iter_50_eps_1e-06__n005010.jpg,1,n005010
./detector_dataset\genuine\extra__n000100__0162_02.jpg,0,n000100
./detector_dataset\genuine\extra__n003666__0057_01.jpg,0,n003666
./detector_dataset\genuine\extra__n009271__0114_01.jpg,0,n009271
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n003806.jpg,1,n003806
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_05_c_0_0__n000973.jpg,1,n000973
./detector_dataset\genuine\extra__n003729__0438_01.jpg,0,n003729
./detector_dataset\genuine\extra__n002918__0036_01.jpg,0,n002918
./detector_dataset\genuine\orig__n009271__0394_01.jpg,0,n009271
./detector_dataset\genuine\extra__n001774__0089_01.jpg,0,n001774
./detector_dataset\genuine\orig__n004491__0470_01.jpg,0,n004491
./detector_dataset\genuine\extra__n002710__0396_01.jpg,0,n002710
./detector_dataset\genuine\extra__n008245__0198_01.jpg,0,n008245
./detector_dataset\genuine\extra__n007224__0114_01.jpg,0,n007224
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n004491.jpg,1,n004491
./detector_dataset\genuine\extra__n009271__0394_01.jpg,0,n009271
./detector_dataset\genuine\extra__n004055__0178_01.jpg,0,n004055
./detector_dataset\genuine\extra__n007995__0291_01.jpg,0,n007995
./detector_dataset\genuine\orig__n007995__0294_01.jpg,0,n007995
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n004988.jpg,1,n004988
./detector_dataset\genuine\extra__n001638__0063_01.jpg,0,n001638
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n004275__0535_02.png,1,n004275
./detector_dataset\genuine\extra__n004491__0010_01.jpg,0,n004491
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n001693__0168_01.jpg,1,n001693
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter5__eps_0_030__n007469__0213_01.png,1,n007469
./detector_dataset\genuine\extra__n007120__0184_01.jpg,0,n007120
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n005106__0089_01.png,1,n005106
./detector_dataset\genuine\extra__n006460__0063_01.jpg,0,n006460
./detector_dataset\genuine\extra__n003727__0248_01.jpg,0,n003727
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n001638__0089_01.jpg,1,n001638
./detector_dataset\genuine\extra__n002655__0267_02.jpg,0,n002655
./detector_dataset\genuine\extra__n005482__0032_01.jpg,0,n005482
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n001664__0278_05.jpg,1,n001664
./detector_dataset\genuine\extra__n004530__0262_03.jpg,0,n004530
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n005010__0184_01.jpg,1,n005010
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n005591__0089_01.png,1,n005591
./detector_dataset\genuine\extra__n008462__0446_01.jpg,0,n008462
./detector_dataset\adversarial\FGSM__eps_0_005__n005608__0213_01.png,1,n005608
./detector_dataset\genuine\orig__n002972__0089_01.jpg,0,n002972
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n008462__0345_05.png,1,n008462
./detector_dataset\genuine\extra__n000915__0257_01.jpg,0,n000915
./detector_dataset\genuine\extra__n004988__0394_01.jpg,0,n004988
./detector_dataset\genuine\extra__n008462__0273_01.jpg,0,n008462
./detector_dataset\genuine\extra__n001512__0168_01.jpg,0,n001512
./detector_dataset\genuine\orig__n004055__0167_01.jpg,0,n004055
./detector_dataset\genuine\orig__n003806__0294_01.jpg,0,n003806
./detector_dataset\genuine\extra__n003064__0149_01.jpg,0,n003064
./detector_dataset\genuine\extra__n007224__0327_01.jpg,0,n007224
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n007469__0010_01.png,1,n007469
./detector_dataset\genuine\orig__n008245__0115_01.jpg,0,n008245
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_100__n000915__0010_01.png,1,n000915
./detector_dataset\genuine\extra__n002918__0101_01.jpg,0,n002918
./detector_dataset\genuine\extra__n004275__0178_01.jpg,0,n004275
./detector_dataset\genuine\extra__n005067__0451_02.jpg,0,n005067
./detector_dataset\genuine\extra__n008360__0252_03.jpg,0,n008360
./detector_dataset\genuine\extra__n001104__0236_01.jpg,0,n001104
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n003500__0089_01.png,1,n003500
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001511__0294_01.png,1,n001511
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n003444.jpg,1,n003444
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n002818__0010_01.png,1,n002818
./detector_dataset\adversarial\CW_Untargeted__iter_1_lr_0_01_c_0_0__n007120.jpg,1,n007120
./detector_dataset\genuine\extra__n003878__0104_02.jpg,0,n003878
./detector_dataset\genuine\extra__n003181__0303_01.jpg,0,n003181
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n005608__0115_01.png,1,n005608
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n001517__0273_01.png,1,n001517
./detector_dataset\genuine\extra__n001432__0156_01.jpg,0,n001432
./detector_dataset\genuine\extra__n008360__0069_01.jpg,0,n008360
./detector_dataset\genuine\extra__n001112__0178_01.jpg,0,n001112
./detector_dataset\genuine\orig__n001116__0168_01.jpg,0,n001116
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n009093__0327_01.png,1,n009093
./detector_dataset\genuine\extra__n006614__0018_04.jpg,0,n006614
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_01_c_0_0__n005482.jpg,1,n005482
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n002710__0251_01.png,1,n002710
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n005608__0115_01.png,1,n005608
./detector_dataset\genuine\extra__n008245__0625_01.jpg,0,n008245
./detector_dataset\genuine\extra__n005106__0151_01.jpg,0,n005106
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n003376__0303_03.png,1,n003376
./detector_dataset\genuine\extra__n004055__0028_01.jpg,0,n004055
./detector_dataset\genuine\extra__n001149__0156_01.jpg,0,n001149
./detector_dataset\adversarial\FGSM__eps_0_005__n001706__0184_01.png,1,n001706
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_100__n001664__0113_01.png,1,n001664
./detector_dataset\adversarial\FGSM__eps_0_005__n009093__0113_01.png,1,n009093
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n004934__0113_01.png,1,n004934
./detector_dataset\genuine\extra__n004168__0388_03.jpg,0,n004168
./detector_dataset\genuine\extra__n007995__0028_01.jpg,0,n007995
./detector_dataset\adversarial\BIM_Targeted_Fixed_iter10__eps_0_010__n001116__0115_01.png,1,n001116
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n005608__0102_01.png,1,n005608
./detector_dataset\adversarial\DeepFool__iter_5_eps_1e-06__n004491.jpg,1,n004491
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n009271__0184_01.png,1,n009271
./detector_dataset\genuine\extra__n001104__0069_01.jpg,0,n001104
./detector_dataset\genuine\extra__n001112__0285_01.jpg,0,n001112
./detector_dataset\genuine\extra__n003500__0394_01.jpg,0,n003500
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n005106__0089_01.jpg,1,n005106
./detector_dataset\adversarial\DeepFool__1000_iter_5_eps_1e-06__n002655__0115_01.jpg,1,n002655
./detector_dataset\genuine\extra__n005106__0350_01.jpg,0,n005106
./detector_dataset\genuine\orig__n009093__0089_01.jpg,0,n009093
./detector_dataset\adversarial\DeepFool__1000_iter_1_eps_1e-06__n003045__0198_02.jpg,1,n003045
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_1_c_0_0__n002710.jpg,1,n002710
./detector_dataset\genuine\extra__n007995__0350_01.jpg,0,n007995
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n003666__0089_01.jpg,1,n003666
./detector_dataset\genuine\extra__n006971__0446_01.jpg,0,n006971
./detector_dataset\genuine\extra__n003500__0338_01.jpg,0,n003500
./detector_dataset\genuine\extra__n005067__0280_04.jpg,0,n005067
./detector_dataset\genuine\extra__n001116__0165_02.jpg,0,n001116
./detector_dataset\adversarial\FGSM__eps_0_010__n005591__0184_01.png,1,n005591
./detector_dataset\adversarial\FGSM__eps_0_100__n009271__0352_03.png,1,n009271
./detector_dataset\genuine\extra__n005067__0451_01.jpg,0,n005067
./detector_dataset\adversarial\DeepFool__iter_100_eps_1e-06__n003376.jpg,1,n003376
./detector_dataset\genuine\extra__n004275__0102_01.jpg,0,n004275
./detector_dataset\genuine\orig__n005482__0115_01.jpg,0,n005482
./detector_dataset\genuine\orig__n006614__0168_01.jpg,0,n006614
./detector_dataset\genuine\extra__n007995__0302_01.jpg,0,n007995
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n007995__0168_01.png,1,n007995
./detector_dataset\genuine\orig__n000915__0065_02.jpg,0,n000915
./detector_dataset\genuine\extra__n004722__0350_01.jpg,0,n004722
./detector_dataset\genuine\extra__n007120__0570_01.jpg,0,n007120
./detector_dataset\genuine\extra__n004934__0201_01.jpg,0,n004934
./detector_dataset\genuine\extra__n003444__0226_01.jpg,0,n003444
./detector_dataset\adversarial\PGD_nri5_iter5__eps_0_010__n003500__0089_01.png,1,n003500
./detector_dataset\genuine\orig__n001149__0010_01.jpg,0,n001149
./detector_dataset\adversarial\CW_Untargeted__iter_10_lr_0_001_c_0_0__n006618.jpg,1,n006618
./detector_dataset\genuine\orig__n003666__0327_01.jpg,0,n003666
./detector_dataset\genuine\extra__n009216__0361_01.jpg,0,n009216
./detector_dataset\genuine\extra__n002818__0275_05.jpg,0,n002818
./detector_dataset\genuine\orig__n004934__0102_01.jpg,0,n004934
./detector_dataset\adversarial\BIM_iter5__eps_0_010__n007469__0010_01.png,1,n007469
./detector_dataset\genuine\orig__n004934__0113_01.jpg,0,n004934
./detector_dataset\genuine\extra__n001266__0224_02.jpg,0,n001266
./detector_dataset\genuine\extra__n001517__0226_01.jpg,0,n001517
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n003376__0273_01.png,1,n003376
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n000879__0168_01.png,1,n000879
./detector_dataset\adversarial\DeepFool__1000_iter_10_eps_1e-06__n005010__0184_01.jpg,1,n005010
./detector_dataset\genuine\extra__n002710__0198_01.jpg,0,n002710
./detector_dataset\genuine\extra__n000100__0195_01.jpg,0,n000100
./detector_dataset\genuine\extra__n001517__0446_01.jpg,0,n001517
./detector_dataset\adversarial\FGSM__eps_0_010__n001693__0184_01.png,1,n001693
./detector_dataset\genuine\extra__n003045__0114_01.jpg,0,n003045
./detector_dataset\genuine\extra__n006614__0184_01.jpg,0,n006614
./detector_dataset\genuine\orig__n009271__0168_01.jpg,0,n009271
./detector_dataset\adversarial\BIM_iter20__eps_0_005__n001112__0257_01.png,1,n001112
./detector_dataset\genuine\extra__n006618__0193_01.jpg,0,n006618
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri1_iter40__eps_0_100__n005067__0394_01.png,1,n005067
./detector_dataset\adversarial\PGD_Targeted_Fixed_nri3_iter5__eps_0_030__n003729__0010_01.png,1,n003729
./detector_dataset\genuine\extra__n005884__0033_02.jpg,0,n005884
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_030__n008360__0168_01.png,1,n008360
./detector_dataset\adversarial\FGSM__eps_0_100__n005884__0184_01.png,1,n005884
./detector_dataset\adversarial\BIM_iter10__eps_0_100__n001517__0184_01.png,1,n001517
./detector_dataset\adversarial\CW_Untargeted__iter_5_lr_0_001_c_0_0__n003045.jpg,1,n003045
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n000879.jpg,1,n000879
./detector_dataset\genuine\extra__n005067__0248_01.jpg,0,n005067
./detector_dataset\genuine\extra__n007224__0273_01.jpg,0,n007224
./detector_dataset\genuine\orig__n001664__0010_01.jpg,0,n001664
./detector_dataset\adversarial\CW_Untargeted__iter_20_lr_0_01_c_0_0__n001432.jpg,1,n001432
./detector_dataset\adversarial\PGD_nri1_iter5__eps_0_005__n005010__0010_01.png,1,n005010
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n002978__0718_02.png,1,n002978
./detector_dataset\adversarial\FGSM_Targeted_Fixed__eps_0_010__n005884__0273_01.png,1,n005884
./detector_dataset\genuine\extra__n009216__0427_01.jpg,0,n009216
./detector_dataset\genuine\extra__n005482__0502_01.jpg,0,n005482
